P. Name,P. Zone Class,P. Composition Class,P. Mass (EU),P. Radius (EU),P. Gravity (EU),P. Ts Mean (K),P. Period (days),P. Mean Distance (AU),S. Constellation,P. Habitable,P. Disc. Year
KOI-4036.01,Warm,rocky-iron,7.28,1.83,2.17,299.3,168.81,0.54,Cyg,1,2015
KOI-4053.01,Hot,rocky-iron,0.49,0.84,0.69,1789.3,1.42,0.03,Lyr,0,2015
KOI-4054.01,Warm,rocky-iron,10.10,1.99,2.55,322.5,169.13,0.57,Lyr,1,2015
KOI-4060.01,Hot,rocky-iron,9.51,1.96,2.47,340.6,225.26,0.71,Cyg,0,2015
KOI-4069.01,Hot,rocky-iron,2.94,1.43,1.44,565.5,13.06,0.09,Cyg,0,2015
KOI-4072.01,Hot,rocky-iron,0.45,0.82,0.67,2238.5,0.69,0.02,Lyr,0,2015
KOI-4076.01,Hot,rocky-iron,18.80,2.31,3.52,390.6,124.83,0.48,Lyr,0,2015
KOI-4084.02,Hot,rocky-iron,6.55,1.78,2.07,764.6,10.73,0.09,Lyr,0,2015
KOI-4084.03,Hot,rocky-iron,1.60,1.20,1.11,825.4,8.20,0.08,Lyr,0,2015
KOI-4087.01,Warm,rocky-iron,3.24,1.47,1.50,240.0,101.11,0.33,Lyr,1,2015
KOI-4097.01,Hot,rocky-iron,0.66,0.92,0.78,858.2,2.79,0.03,Lyr,0,2015
KOI-4097.02,Hot,rocky-iron,0.17,0.60,0.46,733.0,4.45,0.05,Lyr,0,2015
KOI-4098.01,Hot,rocky-iron,21.47,2.38,3.79,2432.6,1.12,0.02,Lyr,0,2015
KOI-4099.01,Hot,rocky-iron,2.73,1.40,1.39,929.7,4.95,0.05,Cyg,0,2015
KOI-4103.01,Warm,rocky-iron,14.38,2.17,3.05,298.2,184.77,0.57,Lyr,1,2015
KOI-4103.02,Hot,rocky-iron,0.71,0.94,0.80,622.2,14.24,0.10,Lyr,0,2015
KOI-4109.01,Hot,rocky-iron,3.75,1.53,1.60,2449.8,0.66,0.01,Cyg,0,2015
KOI-4116.01,Hot,rocky-iron,2.00,1.28,1.22,1594.9,0.78,0.01,Lyr,0,2015
KOI-4117.01,Hot,rocky-iron,1.23,1.11,1.00,972.7,4.24,0.05,Lyr,0,2015
KOI-4120.01,Hot,rocky-iron,7.43,1.84,2.20,457.4,110.46,0.46,Lyr,0,2015
KOI-4123.01,Hot,rocky-iron,5.16,1.67,1.85,654.3,44.62,0.25,Cyg,0,2015
KOI-4124.01,Hot,rocky-iron,1.47,1.17,1.07,1412.6,2.43,0.03,Cyg,0,2015
KOI-4126.01,Hot,rocky-iron,3.92,1.55,1.63,1006.2,8.11,0.08,Lyr,0,2015
KOI-4127.01,Hot,rocky-iron,11.61,2.06,2.73,945.1,8.83,0.08,Lyr,0,2015
KOI-4129.01,Hot,rocky-iron,0.31,0.73,0.59,1265.1,2.31,0.03,Cyg,0,2015
KOI-4136.01,Hot,rocky-iron,0.26,0.69,0.55,1290.5,2.42,0.03,Lyr,0,2015
KOI-4136.02,Hot,rocky-iron,0.33,0.74,0.60,1093.0,4.03,0.05,Lyr,0,2015
KOI-4139.01,Hot,rocky-iron,2.40,1.35,1.32,1301.9,3.74,0.05,Cyg,0,2015
KOI-4144.01,Hot,rocky-iron,1.31,1.13,1.02,1965.8,0.98,0.02,Lyr,0,2015
KOI-4145.01,Hot,rocky-iron,0.44,0.81,0.66,1164.9,3.25,0.04,Lyr,0,2015
KOI-4146.01,Hot,rocky-iron,0.40,0.79,0.64,1047.4,3.50,0.04,Lyr,0,2015
KOI-4149.01,Hot,rocky-iron,4.51,1.61,1.74,1045.8,9.55,0.10,Cyg,0,2015
KOI-4149.02,Hot,rocky-iron,4.61,1.62,1.76,911.1,14.71,0.13,Cyg,0,2015
KOI-4150.01,Hot,rocky-iron,10.10,1.99,2.55,714.5,31.34,0.21,Cyg,0,2015
KOI-4153.01,Hot,rocky-iron,4.40,1.60,1.72,1051.6,4.63,0.05,Cyg,0,2015
KOI-4156.01,Hot,rocky-iron,0.42,0.80,0.65,1127.3,4.85,0.06,Cyg,0,2015
KOI-4157.01,Hot,rocky-iron,0.99,1.04,0.91,1586.5,3.82,0.05,Lyr,0,2015
KOI-4159.01,Hot,rocky-iron,0.27,0.70,0.56,1607.8,0.97,0.02,Cyg,0,2015
KOI-4160.01,Hot,rocky-iron,0.64,0.91,0.77,1300.4,3.03,0.04,Cyg,0,2015
KOI-4166.01,Hot,rocky-iron,25.93,2.48,4.22,852.5,9.84,0.09,Cyg,0,2015
KOI-4169.01,Hot,rocky-iron,0.59,0.89,0.75,1713.3,1.01,0.02,Cyg,0,2015
KOI-4173.01,Hot,rocky-iron,1.60,1.20,1.11,1706.8,1.23,0.02,Cyg,0,2015
KOI-4178.01,Hot,rocky-iron,3.83,1.54,1.62,1174.9,7.02,0.08,Cyg,0,2015
KOI-4184.01,Hot,rocky-iron,1.02,1.05,0.93,841.1,6.08,0.06,Lyr,0,2015
KOI-4188.01,Hot,rocky-iron,3.02,1.44,1.45,1335.6,6.96,0.07,Cyg,0,2015
KOI-4190.01,Hot,rocky-iron,0.30,0.72,0.58,1161.2,3.43,0.04,Cyg,0,2015
KOI-4192.01,Hot,rocky-iron,2.66,1.39,1.38,661.4,18.05,0.13,Cyg,0,2015
KOI-4192.02,Hot,rocky-iron,1.31,1.13,1.02,549.6,32.03,0.19,Cyg,0,2015
KOI-4194.01,Hot,rocky-iron,1.51,1.18,1.09,1275.1,1.54,0.02,Cyg,0,2015
KOI-4199.01,Hot,rocky-iron,0.25,0.68,0.54,1753.7,0.54,0.01,Lyr,0,2015
KOI-4204.01,Hot,rocky-iron,2.60,1.38,1.36,767.2,20.93,0.15,Cyg,0,2015
KOI-4205.01,Hot,rocky-iron,0.61,0.90,0.76,1703.5,1.17,0.02,Cyg,0,2015
KOI-4207.01,Hot,rocky-iron,0.37,0.77,0.62,1252.8,0.70,0.01,Lyr,0,2015
KOI-4208.01,Hot,rocky-iron,2.28,1.33,1.29,916.0,3.06,0.04,Cyg,0,2015
KOI-4209.01,Hot,rocky-iron,25.93,2.48,4.22,752.0,9.91,0.08,Cyg,0,2015
KOI-4212.01,Hot,rocky-iron,1.84,1.25,1.18,1160.3,5.79,0.06,Cyg,0,2015
KOI-4212.02,Hot,rocky-iron,1.05,1.06,0.94,967.6,10.10,0.09,Cyg,0,2015
KOI-4222.01,Hot,rocky-iron,4.51,1.61,1.74,1516.5,3.39,0.04,Cyg,0,2015
KOI-4226.01,Hot,rocky-iron,5.63,1.71,1.93,638.8,49.56,0.28,Cyg,0,2015
KOI-4230.01,Hot,rocky-iron,2.28,1.33,1.29,1330.0,5.50,0.06,Lyr,0,2015
KOI-4232.01,Hot,rocky-iron,1.39,1.15,1.05,1412.1,2.62,0.04,Cyg,0,2015
KOI-4234.01,Hot,rocky-iron,1.94,1.27,1.21,1039.4,6.94,0.07,Cyg,0,2015
KOI-4241.01,Hot,rocky-iron,2.28,1.33,1.29,1348.5,2.55,0.04,Cyg,0,2015
KOI-4242.01,Hot,rocky-iron,10.94,2.03,2.65,398.4,145.79,0.56,Lyr,0,2015
KOI-4245.01,Hot,rocky-iron,9.13,1.94,2.43,824.0,24.67,0.18,Cyg,0,2015
KOI-4246.01,Hot,rocky-iron,1.39,1.15,1.05,1096.5,6.98,0.07,Lyr,0,2015
KOI-4251.01,Hot,rocky-iron,6.55,1.78,2.07,1102.8,6.24,0.07,Lyr,0,2015
KOI-4252.01,Hot,rocky-iron,0.27,0.70,0.56,418.1,15.57,0.10,Cyg,0,2015
KOI-4261.01,Hot,rocky-iron,1.79,1.24,1.16,1734.8,1.45,0.03,Cyg,0,2015
KOI-4267.01,Hot,rocky-iron,0.73,0.95,0.81,1503.0,2.21,0.03,Cyg,0,2015
KOI-4268.01,Hot,rocky-iron,0.16,0.59,0.46,1161.0,0.85,0.01,Cyg,0,2015
KOI-4273.01,Hot,rocky-iron,0.78,0.97,0.83,814.0,17.37,0.13,Cyg,0,2015
KOI-4274.01,Hot,rocky-iron,1.16,1.09,0.97,1509.8,1.98,0.03,Cyg,0,2015
KOI-4276.01,Hot,rocky-iron,1.56,1.19,1.10,585.5,56.64,0.29,Lyr,0,2015
KOI-4287.01,Hot,rocky-iron,0.81,0.98,0.85,1046.2,13.12,0.12,Cyg,0,2015
KOI-4287.02,Hot,rocky-iron,0.35,0.76,0.61,1153.0,9.62,0.09,Cyg,0,2015
KOI-4288.01,Hot,rocky-iron,0.34,0.75,0.60,1144.9,6.28,0.07,Lyr,0,2015
KOI-4288.02,Hot,rocky-iron,0.34,0.75,0.60,1015.8,9.09,0.09,Lyr,0,2015
KOI-4290.01,Hot,rocky-iron,0.37,0.77,0.62,349.5,4.84,0.03,Lyr,0,2015
KOI-4292.01,Hot,rocky-iron,0.15,0.58,0.45,849.6,9.33,0.09,Lyr,0,2015
KOI-4295.01,Hot,rocky-iron,4.40,1.60,1.72,929.5,13.40,0.12,Lyr,0,2015
KOI-4296.01,Hot,rocky-iron,0.42,0.80,0.65,1542.3,2.49,0.04,Lyr,0,2015
KOI-4300.01,Hot,rocky-iron,5.75,1.72,1.95,1105.4,3.58,0.04,Cyg,0,2015
KOI-4301.01,Hot,rocky-iron,9.32,1.95,2.45,1152.8,15.60,0.13,Cyg,0,2015
KOI-4301.02,Hot,rocky-iron,2.00,1.28,1.22,1534.3,6.32,0.07,Cyg,0,2015
KOI-4302.01,Hot,rocky-iron,0.59,0.89,0.75,1307.5,5.53,0.06,Cyg,0,2015
KOI-4304.01,Hot,rocky-iron,2.22,1.32,1.28,1018.4,9.41,0.09,Cyg,0,2015
KOI-4307.01,Hot,rocky-iron,20.29,2.35,3.67,404.7,160.85,0.57,Cyg,0,2015
KOI-4310.01,Hot,rocky-iron,1.05,1.06,0.94,786.0,10.78,0.09,Lyr,0,2015
KOI-4312.01,Hot,rocky-iron,0.39,0.78,0.63,953.5,7.85,0.07,Cyg,0,2015
KOI-4320.01,Hot,rocky-iron,0.57,0.88,0.74,654.6,20.66,0.14,Lyr,0,2015
KOI-4323.01,Hot,rocky-iron,4.61,1.62,1.76,1097.8,11.50,0.10,Cyg,0,2015
KOI-4325.01,Hot,rocky-iron,1.56,1.19,1.10,2178.2,0.61,0.01,Lyr,0,2015
KOI-4327.01,Hot,rocky-iron,0.66,0.92,0.78,1949.9,0.99,0.02,Cyg,0,2015
KOI-4329.01,Hot,rocky-iron,0.29,0.71,0.57,790.8,17.80,0.14,Cyg,0,2015
KOI-4331.01,Hot,rocky-iron,2.34,1.34,1.30,2189.9,1.72,0.03,Lyr,0,2015
KOI-4334.01,Hot,rocky-iron,1.39,1.15,1.05,1063.4,2.44,0.03,Cyg,0,2015
KOI-4335.01,Hot,rocky-iron,1.16,1.09,0.97,1053.2,7.62,0.08,Cyg,0,2015
KOI-4337.01,Hot,rocky-iron,0.73,0.95,0.81,923.3,8.19,0.08,Cyg,0,2015
KOI-4341.01,Hot,rocky-iron,2.05,1.29,1.23,1108.8,10.78,0.10,Cyg,0,2015
KOI-4343.01,Hot,rocky-iron,2.05,1.29,1.23,761.5,27.21,0.17,Lyr,0,2015
KOI-4346.01,Hot,rocky-iron,2.40,1.35,1.32,978.9,6.39,0.07,Lyr,0,2015
KOI-4347.01,Hot,rocky-iron,0.93,1.02,0.89,1241.5,3.06,0.04,Cyg,0,2015
KOI-4356.01,Warm,rocky-iron,8.59,1.91,2.35,230.8,174.51,0.48,Cyg,1,2015
KOI-4357.01,Hot,rocky-iron,0.59,0.89,0.75,1651.7,0.68,0.01,Cyg,0,2015
KOI-4359.01,Hot,rocky-iron,0.40,0.79,0.64,3191.9,0.63,0.02,Lyr,0,2015
KOI-4360.01,Hot,rocky-iron,0.99,1.04,0.91,1420.8,2.72,0.04,Cyg,0,2015
KOI-4364.01,Hot,rocky-iron,2.00,1.28,1.22,1016.5,4.56,0.05,Lyr,0,2015
KOI-4366.01,Hot,rocky-iron,1.27,1.12,1.01,1698.8,0.76,0.02,Dra,0,2015
KOI-4367.01,Hot,rocky-iron,19.91,2.34,3.64,394.6,170.99,0.61,Cyg,0,2015
KOI-4371.01,Hot,rocky-iron,10.72,2.02,2.63,516.5,66.37,0.32,Dra,0,2015
KOI-4372.01,Hot,rocky-iron,1.23,1.11,1.00,772.9,6.25,0.06,Lyr,0,2015
KOI-4374.01,Hot,rocky-iron,0.61,0.90,0.76,1047.1,3.70,0.04,Cyg,0,2015
KOI-4380.01,Hot,rocky-iron,2.94,1.43,1.44,1512.5,5.78,0.07,Cyg,0,2015
KOI-4382.01,Hot,rocky-iron,0.64,0.91,0.77,1529.8,2.95,0.04,Lyr,0,2015
KOI-4383.01,Hot,rocky-iron,0.76,0.96,0.82,1268.2,4.34,0.05,Cyg,0,2015
KOI-4383.02,Hot,rocky-iron,0.39,0.78,0.63,1498.3,2.58,0.04,Cyg,0,2015
KOI-4384.01,Hot,rocky-iron,7.28,1.83,2.17,450.8,122.36,0.48,Lyr,0,2015
KOI-4385.01,Hot,rocky-iron,6.14,1.75,2.01,835.8,7.30,0.07,Lyr,0,2015
KOI-4385.03,Hot,rocky-iron,5.51,1.70,1.91,635.8,17.37,0.13,Lyr,0,2015
KOI-4386.01,Hot,rocky-iron,4.02,1.56,1.65,597.3,18.50,0.13,Lyr,0,2015
KOI-4389.01,Hot,rocky-iron,2.66,1.39,1.38,680.1,16.34,0.12,Cyg,0,2015
KOI-4391.01,Hot,rocky-iron,4.40,1.60,1.72,534.9,49.48,0.26,Lyr,0,2015
KOI-4393.01,Hot,rocky-iron,0.73,0.95,0.81,1358.8,1.63,0.03,Cyg,0,2015
KOI-4395.01,Hot,rocky-iron,2.28,1.33,1.29,1222.7,1.92,0.03,Lyr,0,2015
KOI-4398.01,Hot,rocky-iron,4.31,1.59,1.70,876.6,7.34,0.07,Cyg,0,2015
KOI-4400.01,Hot,rocky-iron,0.57,0.88,0.74,1536.8,2.21,0.03,Lyr,0,2015
KOI-4403.01,Hot,rocky-iron,2.34,1.34,1.30,984.7,5.88,0.06,Cyg,0,2015
KOI-4405.01,Hot,rocky-iron,2.60,1.38,1.36,969.0,8.92,0.09,Cyg,0,2015
KOI-4407.01,Hot,rocky-iron,0.24,0.67,0.53,2250.8,1.34,0.02,Cyg,0,2015
KOI-4409.01,Hot,rocky-iron,0.84,0.99,0.86,865.4,14.27,0.12,Cyg,0,2015
KOI-4410.01,Hot,rocky-iron,4.11,1.57,1.67,1117.6,5.04,0.06,Lyr,0,2015
KOI-4411.01,Hot,rocky-iron,0.78,0.97,0.83,914.8,11.18,0.10,Cyg,0,2015
KOI-4421.01,Hot,rocky-iron,0.11,0.52,0.39,1189.0,4.73,0.05,Cyg,0,2015
KOI-4421.02,Hot,rocky-iron,0.09,0.50,0.38,1067.7,6.56,0.07,Cyg,0,2015
KOI-4423.01,Hot,rocky-iron,0.42,0.80,0.65,1010.8,7.65,0.08,Cyg,0,2015
KOI-4424.01,Hot,rocky-iron,1.02,1.05,0.93,1595.8,2.27,0.03,Cyg,0,2015
KOI-4427.01,Cold,rocky-iron,3.24,1.47,1.50,203.2,147.66,0.42,Cyg,0,2015
KOI-4428.01,Hot,rocky-iron,1.84,1.25,1.18,748.8,13.00,0.10,Cyg,0,2015
KOI-4431.01,Hot,rocky-iron,1.31,1.13,1.02,886.3,19.57,0.15,Lyr,0,2015
KOI-4435.01,Hot,rocky-iron,0.49,0.84,0.69,926.3,10.86,0.10,Lyr,0,2015
KOI-4441.01,Hot,rocky-iron,2.66,1.39,1.38,1649.0,0.68,0.01,Lyr,0,2015
KOI-4442.01,Hot,rocky-iron,1.31,1.13,1.02,820.3,13.95,0.11,Dra,0,2015
KOI-4443.01,Hot,rocky-iron,1.05,1.06,0.94,1387.4,5.68,0.07,Lyr,0,2015
KOI-4444.01,Hot,rocky-iron,1.39,1.15,1.05,708.9,5.94,0.06,Cyg,0,2015
KOI-4447.01,Hot,rocky-iron,0.45,0.82,0.67,1128.5,2.19,0.03,Cyg,0,2015
KOI-4450.01,Warm,rocky-iron,9.90,1.98,2.52,321.0,196.44,0.64,Lyr,1,2015
KOI-4451.01,Hot,rocky-iron,5.63,1.71,1.93,715.4,8.83,0.08,Lyr,0,2015
KOI-4452.01,Hot,rocky-iron,1.56,1.19,1.10,952.0,12.86,0.10,Cyg,0,2015
KOI-4456.01,Hot,rocky-iron,1.02,1.05,0.93,853.5,7.43,0.07,Cyg,0,2015
KOI-4457.01,Hot,rocky-iron,4.40,1.60,1.72,540.1,79.33,0.37,Cyg,0,2015
KOI-4458.01,Warm,rocky-iron,25.93,2.48,4.22,311.7,358.82,0.96,Cyg,1,2015
KOI-4463.01,Hot,rocky-iron,1.05,1.06,0.94,508.2,36.76,0.20,Lyr,0,2015
KOI-4464.01,Hot,rocky-iron,2.22,1.32,1.28,764.2,4.37,0.04,Cyg,0,2015
KOI-4466.01,Hot,rocky-iron,17.76,2.28,3.42,418.6,154.67,0.57,Lyr,0,2015
KOI-4467.01,Hot,rocky-iron,3.57,1.51,1.57,1138.0,2.94,0.04,Lyr,0,2015
KOI-4473.01,Hot,rocky-iron,1.16,1.09,0.97,946.5,13.65,0.11,Cyg,0,2015
KOI-4474.01,Hot,rocky-iron,6.83,1.80,2.11,654.9,16.47,0.11,Cyg,0,2015
KOI-4477.01,Hot,rocky-iron,1.84,1.25,1.18,1002.8,5.30,0.06,Lyr,0,2015
KOI-4477.02,Hot,rocky-iron,4.93,1.65,1.81,841.5,9.33,0.09,Lyr,0,2015
KOI-4478.01,Hot,rocky-iron,1.60,1.20,1.11,846.3,6.39,0.06,Cyg,0,2015
KOI-4480.01,Hot,rocky-iron,5.51,1.70,1.91,466.5,58.75,0.27,Cyg,0,2015
KOI-4482.01,Hot,rocky-iron,0.47,0.83,0.68,1332.6,5.38,0.06,Cyg,0,2015
KOI-4484.01,Hot,rocky-iron,0.78,0.97,0.83,1555.8,2.30,0.04,Cyg,0,2015
KOI-4487.01,Hot,rocky-iron,0.59,0.89,0.75,1153.8,3.49,0.04,Cyg,0,2015
KOI-4491.01,Hot,rocky-iron,11.38,2.05,2.71,473.4,114.34,0.49,Lyr,0,2015
KOI-4495.01,Hot,rocky-iron,3.41,1.49,1.53,1038.2,5.93,0.07,Cyg,0,2015
KOI-4497.01,Hot,rocky-iron,1.51,1.18,1.09,921.4,6.83,0.07,Cyg,0,2015
KOI-4498.01,Hot,rocky-iron,5.16,1.67,1.85,765.5,17.16,0.13,Cyg,0,2015
KOI-4499.01,Hot,rocky-iron,1.39,1.15,1.05,1069.5,5.20,0.06,Cyg,0,2015
KOI-4500.01,Hot,rocky-iron,3.09,1.45,1.47,788.0,8.70,0.08,Cyg,0,2015
KOI-4500.02,Hot,rocky-iron,9.90,1.98,2.52,478.1,44.99,0.23,Cyg,0,2015
KOI-4503.01,Hot,rocky-iron,3.66,1.52,1.58,1024.9,5.89,0.07,Dra,0,2015
KOI-4504.01,Hot,rocky-iron,3.17,1.46,1.49,1028.6,4.13,0.05,Lyr,0,2015
KOI-4504.02,Hot,rocky-iron,3.49,1.50,1.55,829.0,8.12,0.08,Lyr,0,2015
KOI-4505.01,Hot,rocky-iron,0.99,1.04,0.91,856.4,18.01,0.14,Cyg,0,2015
KOI-4506.01,Hot,rocky-iron,1.19,1.10,0.99,895.2,5.60,0.06,Lyr,0,2015
KOI-4508.01,Hot,rocky-iron,0.93,1.02,0.89,1015.6,2.50,0.03,Cyg,0,2015
KOI-4509.01,Hot,rocky-iron,1.27,1.12,1.01,537.3,12.00,0.09,Cyg,0,2015
KOI-4510.01,Hot,rocky-iron,0.23,0.66,0.52,913.1,5.18,0.05,Cyg,0,2015
KOI-4513.01,Hot,rocky-iron,0.57,0.88,0.74,1049.5,3.92,0.05,Cyg,0,2015
KOI-4520.01,Hot,rocky-iron,1.94,1.27,1.21,1060.3,9.33,0.08,Cyg,0,2015
KOI-4523.01,Hot,rocky-iron,0.64,0.91,0.77,967.8,5.68,0.06,Cyg,0,2015
KOI-4524.01,Hot,rocky-iron,1.65,1.21,1.12,948.2,7.99,0.08,Lyr,0,2015
KOI-4524.03,Hot,rocky-iron,0.51,0.85,0.71,1250.8,3.34,0.04,Lyr,0,2015
KOI-4526.02,Hot,rocky-iron,4.02,1.56,1.65,885.4,11.82,0.10,Cyg,0,2015
KOI-4530.01,Hot,rocky-iron,1.02,1.05,0.93,766.2,12.64,0.10,Cyg,0,2015
KOI-4535.01,Hot,rocky-iron,1.02,1.05,0.93,744.4,9.85,0.08,Cyg,0,2015
KOI-4535.02,Hot,rocky-iron,0.39,0.78,0.63,877.6,5.79,0.06,Cyg,0,2015
KOI-4541.01,Hot,rocky-iron,7.13,1.82,2.15,929.5,8.53,0.08,Lyr,0,2015
KOI-4541.02,Hot,rocky-iron,5.39,1.69,1.89,742.9,17.24,0.13,Lyr,0,2015
KOI-4545.01,Hot,rocky-iron,0.57,0.88,0.74,1529.9,0.85,0.02,Cyg,0,2015
KOI-4549.01,Hot,rocky-iron,1.65,1.21,1.12,1386.1,2.05,0.03,Cyg,0,2015
KOI-4550.01,Warm,rocky-iron,5.88,1.73,1.97,299.5,140.25,0.47,Cyg,1,2015
KOI-4551.01,Hot,rocky-iron,1.69,1.22,1.14,819.6,14.72,0.12,Cyg,0,2015
KOI-4554.01,Hot,rocky-iron,0.37,0.77,0.62,920.4,8.08,0.08,Cyg,0,2015
KOI-4557.01,Hot,rocky-iron,0.51,0.85,0.71,1122.7,5.76,0.06,Lyr,0,2015
KOI-4561.01,Hot,rocky-iron,19.91,2.34,3.64,1975.2,1.52,0.03,Lyr,0,2015
KOI-4563.01,Hot,rocky-iron,2.28,1.33,1.29,550.3,54.33,0.26,Dra,0,2015
KOI-4566.01,Hot,rocky-iron,4.02,1.56,1.65,1020.8,3.95,0.05,Dra,0,2015
KOI-4570.01,Hot,rocky-iron,4.31,1.59,1.70,601.2,35.02,0.21,Cyg,0,2015
KOI-4571.01,Hot,rocky-iron,9.13,1.94,2.43,567.3,47.31,0.26,Lyr,0,2015
KOI-4577.01,Hot,rocky-iron,9.90,1.98,2.52,417.3,106.00,0.43,Cyg,0,2015
KOI-4580.01,Hot,rocky-iron,1.69,1.22,1.14,1545.6,6.30,0.07,Cyg,0,2015
KOI-4581.01,Hot,rocky-iron,0.31,0.73,0.59,1157.9,6.01,0.07,Lyr,0,2015
KOI-4582.01,Hot,rocky-iron,0.17,0.60,0.46,1489.5,4.22,0.05,Cyg,0,2015
KOI-4585.01,Hot,rocky-iron,0.57,0.88,0.74,1168.0,6.76,0.07,Lyr,0,2015
KOI-4586.01,Hot,rocky-iron,6.01,1.74,1.98,488.0,75.21,0.35,Cyg,0,2015
KOI-4587.01,Hot,rocky-iron,1.19,1.10,0.99,990.4,6.36,0.07,Lyr,0,2015
KOI-4588.01,Hot,rocky-iron,0.87,1.00,0.87,1241.9,7.54,0.08,Lyr,0,2015
KOI-4590.01,Hot,rocky-iron,7.59,1.85,2.22,778.8,9.54,0.08,Cyg,0,2015
KOI-4591.01,Hot,rocky-iron,0.55,0.87,0.73,1474.4,1.81,0.03,Cyg,0,2015
KOI-4595.01,Hot,rocky-iron,1.84,1.25,1.18,1613.2,0.60,0.01,Cyg,0,2015
KOI-4597.01,Hot,rocky-iron,0.53,0.86,0.72,1054.5,4.82,0.05,Cyg,0,2015
KOI-4601.01,Hot,rocky-iron,0.84,0.99,0.86,1038.3,7.94,0.08,Cyg,0,2015
KOI-4602.01,Hot,rocky-iron,0.31,0.73,0.59,1138.9,2.86,0.04,Cyg,0,2015
KOI-4603.01,Hot,rocky-iron,1.84,1.25,1.18,901.8,15.95,0.13,Cyg,0,2015
KOI-4605.01,Hot,rocky-iron,0.29,0.71,0.57,966.5,7.79,0.08,Cyg,0,2015
KOI-4612.01,Hot,rocky-iron,5.27,1.68,1.87,1101.1,4.11,0.05,Cyg,0,2015
KOI-4613.01,Hot,rocky-iron,0.47,0.83,0.68,1477.1,1.96,0.03,Cyg,0,2015
KOI-4614.01,Hot,rocky-iron,1.69,1.22,1.14,1289.5,6.45,0.07,Lyr,0,2015
KOI-4617.01,Hot,rocky-iron,1.12,1.08,0.96,722.5,27.48,0.18,Lyr,0,2015
KOI-4622.01,Warm,rocky-iron,8.95,1.93,2.40,238.4,207.25,0.58,Dra,1,2015
KOI-4627.01,Hot,rocky-iron,0.76,0.96,0.82,811.0,7.52,0.07,Cyg,0,2015
KOI-4630.01,Hot,rocky-iron,1.94,1.27,1.21,533.0,44.70,0.23,Cyg,0,2015
KOI-4633.01,Hot,rocky-iron,2.60,1.38,1.36,1113.7,11.69,0.10,Lyr,0,2015
KOI-4634.01,Hot,rocky-iron,0.90,1.01,0.88,1281.0,4.03,0.05,Cyg,0,2015
KOI-4637.01,Hot,rocky-iron,0.31,0.73,0.59,1646.0,4.38,0.06,Cyg,0,2015
KOI-4640.01,Hot,rocky-iron,1.09,1.07,0.95,1344.4,6.11,0.07,Cyg,0,2015
KOI-4643.01,Hot,rocky-iron,3.41,1.49,1.53,1046.5,5.59,0.06,Cyg,0,2015
KOI-4644.01,Hot,rocky-iron,1.47,1.17,1.07,1006.7,3.45,0.04,Lyr,0,2015
KOI-4647.01,Hot,rocky-iron,14.66,2.18,3.09,739.2,37.90,0.22,Cyg,0,2015
KOI-4647.02,Hot,rocky-iron,6.41,1.77,2.05,1058.2,12.01,0.10,Cyg,0,2015
KOI-4649.01,Hot,rocky-iron,1.51,1.18,1.09,1101.3,3.38,0.04,Cyg,0,2015
KOI-4651.01,Hot,rocky-iron,0.33,0.74,0.60,1755.6,1.19,0.02,Cyg,0,2015
KOI-4653.01,Hot,rocky-iron,1.12,1.08,0.96,798.3,19.98,0.15,Dra,0,2015
KOI-4655.01,Hot,rocky-iron,1.60,1.20,1.11,693.4,17.54,0.13,Lyr,0,2015
KOI-4656.01,Hot,rocky-iron,1.65,1.21,1.12,1691.4,3.82,0.05,Cyg,0,2015
KOI-4657.02,Hot,rocky-iron,0.17,0.60,0.46,724.1,10.43,0.09,Cyg,0,2015
KOI-4659.01,Hot,rocky-iron,1.05,1.06,0.94,527.9,41.87,0.23,Cyg,0,2015
KOI-4661.01,Hot,rocky-iron,0.42,0.80,0.65,696.6,8.62,0.07,Cyg,0,2015
KOI-4663.01,Hot,rocky-iron,0.24,0.67,0.53,1159.6,5.66,0.06,Lyr,0,2015
KOI-4666.01,Hot,rocky-iron,2.11,1.30,1.25,749.2,12.40,0.10,Dra,0,2015
KOI-4668.01,Hot,rocky-iron,3.92,1.55,1.63,675.0,15.07,0.11,Lyr,0,2015
KOI-4674.01,Hot,rocky-iron,0.44,0.81,0.66,1150.0,4.84,0.05,Lyr,0,2015
KOI-4680.01,Hot,rocky-iron,4.93,1.65,1.81,476.8,54.08,0.26,Cyg,0,2015
KOI-4685.01,Hot,rocky-iron,4.93,1.65,1.81,1821.1,0.99,0.02,Cyg,0,2015
KOI-4686.01,Hot,rocky-iron,0.66,0.92,0.78,940.9,11.83,0.10,Cyg,0,2015
KOI-4691.01,Hot,rocky-iron,0.49,0.84,0.69,1242.8,3.39,0.04,Cyg,0,2015
KOI-4693.01,Hot,rocky-iron,0.35,0.76,0.61,707.5,23.62,0.16,Lyr,0,2015
KOI-4694.01,Hot,rocky-iron,1.74,1.23,1.15,770.1,19.25,0.14,Cyg,0,2015
KOI-4698.01,Hot,rocky-iron,2.80,1.41,1.41,1087.6,8.53,0.09,Cyg,0,2015
KOI-4699.01,Hot,rocky-iron,0.21,0.64,0.50,1397.5,3.08,0.04,Lyr,0,2015
KOI-4700.01,Hot,rocky-iron,1.65,1.21,1.12,1039.3,3.83,0.05,Cyg,0,2015
KOI-4706.01,Hot,rocky-iron,2.47,1.36,1.33,465.4,101.95,0.43,Cyg,0,2015
